tweet_text,cyberbullying_type
You’re the type of idiot that rather say nonsense than research for your slef Ethiopia is the only independent nation in Africa repelling nation trying to inslave it over 3 times Ethiopia is also one of if not the older orthodox and Muslim nation idk what the whole..,religion
"Johnson’s an idiot, stupid jokes and laughing while Starma asked a question about the treatment of the minority Muslims in China demeans his office. People like you bulling him up for not answering questions is quite disgusting.",religion
@PoliticalAnt @zene55 @bq281473 @foxnewspolitics @BarackObama    There is no difference between what ISIS does and what Mohammed did.,religion
"how you think calling me a “Christian woman” is an insult WRONG. I care what my president is doing for OUR country. Heard of USMCA? Legislation right to try, prisoner reform, unemployment lowest..and you call yourself a leftist?Are these things all good. Catch up!!! #Trump2020",religion
@Sheikh_Times3 Nice of ISIS to get them together in one place so we can take out the trash.,religion
"Christians in Nigeria face immense persecution, fearing abduction, torture, and murder by radical Islamic jihadists. Just before one pastor was killed, he boldly told the world, “Don’t worry. But thank God for everything.”Support ACLJ!",religion
"Mr. Atia, you need to correct this speech, because this idiot belongs to the Muslim Brotherhood, they are terrorists who hate the whole nation, Muslim or Christian. Al Jazeera channel a platform for terrorism in the world.",religion
"thing for islamic terrorists 3. it's a fact, you can laugh and deny all you want but that's what the policemen said and he was suspended for that case as well, but no a muslim can't get hurt because of his/her religion it's only hindus that are suffering, idoits",religion
"@ikralla fyi, it looks like I was caught by it. I'm not a botter, so...",other_cyberbullying
"I need to just switch to an organization-based github, but I don't want to pay $25/month because I'm cheap. :\",other_cyberbullying
"RMAed my monoprice. Shoddy power bricks on those. Getting a refund and picking up another ASUS VG278HE. It's cheaper, anyways.",other_cyberbullying
@murphy_slaw https://t.co/M8w8xnUnDL,other_cyberbullying
"@1Life0Continues i've got the code to interpret &amp; analyze, but the weights themselves are going to take a lot of fiddling.",other_cyberbullying
"@krainboltgreene didn't mention your name. i call out behavior, not people. &lt;3",other_cyberbullying
RT @exokmv: i swear people are so fucking ignorant and annoying,other_cyberbullying
"Yeah, I've got a bit of a rageboner. Mentally speaking.",other_cyberbullying
RT @Laralyn: Uh... wow. https://t.co/CdoNLaApVr,other_cyberbullying
"The morning after, hung over, struggling to remember how that pile of o'reilly books ended up in your bed. ""WHAT DID I CODE LAST NIGHT""",other_cyberbullying
#mkr heading into 2017 with another instant restaurant round,other_cyberbullying
RT @BuzzFeedUK: When you accidentally open your front camera: http://t.co/gu35jqiPye,other_cyberbullying
That #BegaCheese ad is SO old I'm wondering if the old digger is still alive...  #MKR  lol,other_cyberbullying
"Getting OAPI's github set up. Transferred emojiautoblocker, created private projects, time to start importing code. http://t.co/dedqhCCDu1",other_cyberbullying
@jeremiahfelt those are waaaaay more spendy. this is the drive i have. just considering using built-in or if i should go software.,other_cyberbullying
@Jason_Gio he was already given my email a while ago by someone else.,other_cyberbullying
Yo lala is a #lowkey bully lmao,other_cyberbullying
"They are wearing pagers. Not in the ""I'm on call for a datacenter"" kind of way. Legit pagers.",other_cyberbullying
"@EPIPHANYRENEE Lol let's not get grand u fall in a plethora of categories 2 many 2 name lol petty,stubborn,bossy & a bully just 2 name a few",other_cyberbullying
"@promit_roy i'm not sure. I've never been down the track of art, so I don't have much to say about that.",other_cyberbullying
@Linguagroover confronting a redneck bully - I'm still white - and while facing that is right - I was still safe - unfairness breeds this,other_cyberbullying
"Sorry, I'm not going to say GamerGate is the same as ISIS, and you can shove your donation up your ass. @PeerWorker",other_cyberbullying
It's really hard to talk about abuse &amp; leave it with a positive message. Call to action is important to not discourage women from industry.,other_cyberbullying
@JillWetzler I ❤️ u,other_cyberbullying
@cjcsuhta full blown redis is overkill for what I'm doing. Will try this out. :),other_cyberbullying
@mikeage what isn't? ;P,other_cyberbullying
"Just a reminder, this is the kind of logic &amp; reasoning that we've come to expect from GG: http://t.co/7RjxqC3ZsG",other_cyberbullying
@JosephJ89 bully - pouts-,other_cyberbullying
@ThePeePs2 I am not taking life advice from someone that doesn't know the diff between wear and ware,other_cyberbullying
"Leo was freaking out because of the wind, so I buried him in luggage so he could sleep. http://t.co/ekriu0a5pN",other_cyberbullying
RT @wilkieii: The @InnovatingWomen account is literally @wadhwa retweeting himself talking for women in tech. Seriously. Look at it. #StopW…,other_cyberbullying
"If the judges didn't give their critique first, the other contestants wouldn't know what to say; they're just copying the judges #MKR",other_cyberbullying
@MariachiMacabre it's cool. Don't worry about it,other_cyberbullying
Brutal #Anal #Orgasm makes her pussy flow https://t.co/u6eKx0qU2S #Sex #Porn https://t.co/LA2nf6KSXd,other_cyberbullying
@TheQuinnspiracy I AM SO FUCKING EXCITED ARE YOU EXCITED,other_cyberbullying
@knifehorse holy shit,other_cyberbullying
"@vex0rian i was there, i remember the screams.",other_cyberbullying
"Kern was joking about ""triggering"" people the other day. Yeahhh. Kern went full Gater, big surprise. @iglvzx",other_cyberbullying
Both of the dogs are staring at me because they didn't know I could make noises this high pitched.,other_cyberbullying
@LeoKikiLady89 Funniest commercial I ever saw...until they did the Maury one.,other_cyberbullying
1 hour 21 minutes,other_cyberbullying
"@iglvzx @SwiftOnSecurity don't forget, we don't even *use* git. That's an export. We use svn. :P",other_cyberbullying
"@PeerWorker @EvvyKube when you're an asshole in someone's mentions and they react, it's not bullying.",other_cyberbullying
#Itreallymakesmemad when I see a guy bullying a girl.,other_cyberbullying
Oh god. I am so stubborn.,other_cyberbullying
"@a_man_in_black in all seriousness, i've been dying my hair since my teens. I can't remember the last time I used a single shade. Too flat.",other_cyberbullying
Bruhhh this naco cheddar popcorn seasoning is FUCKING GOOOOOD!!!!,other_cyberbullying
"@KaylaMeares  you're a bully, lol but I love you too!",other_cyberbullying
Oh yeah Colin! Smash those girls! :D #MKR,other_cyberbullying
@BasedMonitored I feel bad for the cars. Not the idiot,other_cyberbullying
Why is there a marching band outside my apartment?,other_cyberbullying
#saynotocyberbullying ha!,other_cyberbullying
I... I either just got really lucky or somehow found a way around the ashran queue timer. uh.,other_cyberbullying
RT @Newsweek: ISIS calls Trump an 'idiot' and tells U.S. to await 'bloodbath' in official comments https://t.co/jzifUjVU2l https://t.co/jDGâ¦,other_cyberbullying
i always feel so nasty after eating ice cream ð¹ like damn you indulgent btch.,other_cyberbullying
"Sometimes I hope that CA does break off and become it's own island. I love it here, but damn. The system is rigged.",other_cyberbullying
Someone sent pizza to the wrong address. Again. /baph is so incredibly incompetent. FreeBSD is supportive as usual. http://t.co/RFiG4kp3nr,other_cyberbullying
"Yo, ladies. I think it's time we sit down as a group and talk about #stopwadhwa2015. google hangouts, broadcasted.",other_cyberbullying
@idkjodz Mate we don't even know if he even knew her. Was fucking horrific.,other_cyberbullying
"I'm really enjoying how one of the product images is just a stick of gum. Also, there's cupcake flavored. Please let there be a cupcake pic.",other_cyberbullying
@chloehallidayTW D: I'm not a bully.,other_cyberbullying
@netsinger there were suggestions for haskell. ;),other_cyberbullying
@DjLBully shut up bully.. U love me,other_cyberbullying
@CALMicC not necessarily.,other_cyberbullying
"Walked out of the shelter with no puppy, but now I have a date. Uh. Success has many definitions.",other_cyberbullying
@mwlauthor yup. :),other_cyberbullying
RT @mwlauthor: I want #BSDCan to add talks. That takes sponsors. That blackmail tape of the CEO? Time to use it.  http://t.co/ldSX5zvflt,other_cyberbullying
The puppy I almost got: https://t.co/uG9ruAz6BA,other_cyberbullying
@a_man_in_black it's cool. i hope you feel better. i know how those nights can happen. anything i can do to help?,other_cyberbullying
@nat_com1 @Feminazi_Front Men don't get to have a say in whether pregnancy comes to term or not.,other_cyberbullying
The amount of Mean Girls mentality coming from GG supporters is hilarious. ON WEDNESDAYS WE EMAIL KOTAKU.,other_cyberbullying
Well behaved women seldom make history. - Laurel Thatcher Ulrich,other_cyberbullying
Smh ain't even gone reply to this madnesss acyber bullying!,other_cyberbullying
i heard some shouting and banging downstairs and i thought i was being fucking robbed but no its my brothers idiot friends,other_cyberbullying
Kat the #CuntFaceBitch #mkr lives to fight on. http://t.co/ngtgO2U85R,other_cyberbullying
"After all, everyone knows where I live. I could see some of these people drinking and getting stupid ideas about a confrontation.",other_cyberbullying
"Happy birthday to that bully , hoe , fake ass @JesterWester_ , i kind of love you sometimes :)",other_cyberbullying
@ashleylynch @mistertodd hi i like you &lt;3,other_cyberbullying
RT @Boobie24Dixon: Hail Fucking State!!! https://t.co/Lkm1jQd2uF,other_cyberbullying
I still remembered how much i bullied him. Nyehehe,other_cyberbullying
@yrgreatestluv @Francispiration ya la u everyday bully him sia......,other_cyberbullying
It better be Eva &amp; Debra or Sherie &amp; Emilie.,other_cyberbullying
"@taitaisanchez treadmills are like ""ooh, look me, i can walk.""  lifting is like ""I AM STRONGER THAN ERRYONE RAAAAAR""",other_cyberbullying
@IrinaLV143 Everybody get a little greasy on #mkr,other_cyberbullying
@trek @g33klady wait WHICH D&amp;D VERSION,other_cyberbullying
@jakeboxer I had to run for a meeting. Will try to make it back before end of day. Also OMG HI,other_cyberbullying
@NoraReed @KivaBay @tonitonirocca this. i loved having them around when i was just looking for something to do w/my hands while watching tv,other_cyberbullying
My friends are some bullies btw lolx they get a kick out of bullying smh #randomthought,other_cyberbullying
"@JackAllTimeLow hahahaha you are a professional bully since a kid, now everything makes sense.",other_cyberbullying
Ignore those tweets. Site maintenance stuff. It was autonotifying. Turned that garbage right off.,other_cyberbullying
@apexys @Natanji hmm. as far as the 'block everyone that mentions me that i don't follow'- there's already filtering options for that in web,other_cyberbullying
ALL I WANT TO DO IS PLAY MIGHT &amp; MAGIC: HEROES IV WHAT IS THIS SHIT http://t.co/vELtL1gxNg,other_cyberbullying
I just saw that 3 people requested that I update my Amazon Wish-List. Hm. I usually only use it to track things I plan on buying eventually.,other_cyberbullying
"Creating a reporting system is difficult, because of the human intervention and level of bias that is involved.",other_cyberbullying
I found a box of tiaras the other day. I have no explanation. http://t.co/j5uRlfh9aw,other_cyberbullying
@SantaCruzTax I'm so excited. Still at GDC. stuff is wild :),other_cyberbullying
I'm done...I'm being judged too much by this bully this morning,other_cyberbullying
"RT @jimanish: #BlameOneNotAll is just a rehash of #NotAllMen, right?",other_cyberbullying
We're already privately working with a number of tech companies. Relationships are being built. We're making HUGE amounts of progress.,other_cyberbullying
@nigel_kerr &lt;3,other_cyberbullying
where were you when grandma the warrior hit 100 http://t.co/KX7guB6yEo,other_cyberbullying
"Person A and Person B are having a private, one-on-on... — Given the number of conversations lately focused on t... http://t.co/RBRX6hT1Jp",other_cyberbullying
"@gevmage sorry, need to stick to github. :)",other_cyberbullying
@JanielleeeStarr MUST PUNISH YOU AH . FOR BULLYING PRISCILLA &gt;:],other_cyberbullying
"WARNING -----&gt; @IllPlzYourWeave is a big ass (cyber)bully, do not follow him #ThatIsAll",other_cyberbullying
Omg Kat and Andre are cooking at Mandurah crab fest this Saturday. I want to go just so I can flip her the bird!!! Skanky mole #mkr,other_cyberbullying
Whenever I was sad or needed a kind word he was there.. Now he's the neighborhood twitter bully lol,other_cyberbullying
@BasicMountain it's one of my favorite things. :),other_cyberbullying
@bkerensa you are not helping my anxiety.,other_cyberbullying
@direflail an ex-coworker gave it to me. :),other_cyberbullying
@jaredchase but LFR is derp.,other_cyberbullying
Please nominate @ggautoblocker for a shorty award in non-human :) http://t.co/h135mkdkjN,other_cyberbullying
RT @_AMBISH: YESSSSS THE FUCKING HARDYSSSSS !!!!!!!!!,other_cyberbullying
"my anut is in the hospital and might die, and my cousin just got cyberbulled and crying her eyes out. &lt;/3",other_cyberbullying
@PeerWorker @EvvyKube uh. You came to me with financial threats.,other_cyberbullying
these are women not on social media. these are women not like the ones you are interviewing. - because women on social media aren't real.,other_cyberbullying
RT @CurlyyHeaadd: oomf did me the worst way and my ass still care ð¤·ââï¸,other_cyberbullying
@nat_com1 @Feminazi_Front It sounds as though you think we shld only discuss inequalities when we want to criticise them &amp; change them.,other_cyberbullying
LOL NOPE,other_cyberbullying
"RT @reallyHibbs: The most dangerous message imbedded in #BlameOneNotAll is if one man doesn't rape/assault/harass one woman then he's ""safe…",other_cyberbullying
@wetsprocket dad?,other_cyberbullying
"@AndreaFaulds we may be setting this up at some point in the future. Have to be really careful, though.",other_cyberbullying
@DavidFeild @ThelmaSleaze @the_author_ then why did she link to *my* tweet?,other_cyberbullying
RT @catesish: BRO  3 JUST CALLED ME A BITCH AS THEY WALKED AWAY YESSSS FUCKBOY PAIN YESSSSSS,other_cyberbullying
RT @sheconsulting: 63% of women know someone who’s been harassed online. RT @amyvernon: via @RadCampaign #SVU #IntimidationGame http://t.co…,other_cyberbullying
@haileybaldwin were in the SAME boat as being bullied!. Sucks huh?,other_cyberbullying
"RT @mikemetcalf: Overwatch review from @pcgamer. ""Blizzard doesn't just announce games now, they announce universes."" http://t.co/ONqMSadRY…",other_cyberbullying
@cooperq and he is defending it right now. ugh.,other_cyberbullying
@ForQuestions1 thank you,other_cyberbullying
@levonsixD I did ' I was like omg lev is lifesize there ;) jokes I am sorry for all the bullying of you I am doing today....,other_cyberbullying
@voretaq7 @chilblane i'm sorry. :(,other_cyberbullying
"@apexys @Natanji good ideas, though. and keep an eye out, there's new stuff coming out soon",other_cyberbullying
Giving the loser teams enough time to cook everything well &amp; beat the score record? I expect scores over 100. #mkr,other_cyberbullying
We already know his reach doesn't really extend beyond gamergate anymore. His follower count does not matter.,other_cyberbullying
#MKR This is fast becoming like that crap 80's movie- Neverending Story! More instant restaurants- Aaaaargh!,other_cyberbullying
@HenryMarshFRCS I expect you thought you could silently get away with bullying an innocent person without any backlash? #bigmistake,other_cyberbullying
@harper bs. It's still there and you haven't absorbed it.,other_cyberbullying
"Yes, a lot of his followers are bots. We have known this. This isn't news.",other_cyberbullying
I'm looking for a few people to help with @ggautoblocker's twitter. Log &amp; categorize mentions as support requests/abusive/positive tweets.,other_cyberbullying
"I gave it a 5 second glance, didn't see anything interesting. Getting mad about that is like raging at a livejournal post. Same quality.",other_cyberbullying
"Seeing @warrenleightTV getting mobbed, he'll likely miss this. If anyone is in contact w/him, tell him abt #ggautoblocker. #LawAndOrderSVU",other_cyberbullying
RT @Condorian2487: @B_C_Drew Do these idiots know the definition of treason?  Jeeze!!,other_cyberbullying
Spoilers: The trolls aren't hiding under the bridge anymore. They are burning it down. Time to fight back.,other_cyberbullying
No. https://t.co/vpiOhlNGFy,other_cyberbullying
@KirinDave holy crap. i've got 2 of them so far. just ordered a third. i've been pretty happy so far.,other_cyberbullying
"Of course, it couldn't be that she's just an idiotð¨ https://t.co/RnzzyDC6go",other_cyberbullying
https://t.co/evCLtWgzWe,other_cyberbullying
RT @africatechie: Yes. Idiots like this exist. #BringBackOurInternet https://t.co/I1YI67Ad8j,other_cyberbullying
@davidsgallant it could go either way. I'm not very predictable.,other_cyberbullying
@ChandlerParsons: How bout them Cowboys!!!! Shutup pussy,other_cyberbullying
@ariellemimi sorry i didnt know you were a cyber bully.,other_cyberbullying
@GirlThatsVonte: Yall still going trick or treating this year or nah?hell yeah ima be da sweet tooth bandit steal bitches bags n shit,other_cyberbullying
@timpayton un'frikin'believable  yet AGAIN we get knocked.  Wtf is wrong with us ?,other_cyberbullying
"@a_man_in_black you can't mute hashtags. that's a violation of twitter developer policy, which is why it's only implemented in older clients",other_cyberbullying
@Trigger_Check what news?,other_cyberbullying
@tekniklr ick. I just want a small house with yard for under 1400.,other_cyberbullying
"@RachelLite oh, they are. they didn't hurt after the first day or two.",other_cyberbullying
@Osw94k I would put cash money on them not understanding your profile pic.,other_cyberbullying
@sailorhg @iroc oh my gosh. This is awesome.,other_cyberbullying
@elplatt @TheQuinnspiracy babies,other_cyberbullying
@heyheatherbee i can never tell if someone's asking *me* a question or my *character* a question. i'm really confused all of the time.,other_cyberbullying
@Melhyphen white feminists are pretty privileged in comparison.,other_cyberbullying
I get along with all the pretty confident girls we on the same wavelength...its those fuggin Shrek looking Bishes that try to bully me lol,other_cyberbullying
i know this goes along with the whole bully thing i have going but really... I GET WHAT I WANT.,other_cyberbullying
Why We Need 'A Feminist Deck' http://t.co/kLig7UajPj,other_cyberbullying
@Sher_adelelee Wad happen ? Who bully you ? :(,other_cyberbullying
"@StephenAtWar I'll add them to our doc. I understand applying for grants is an art, so it'll likely take a while for us to get it right.",other_cyberbullying
Yall Check Out My Music ð¯ Let Me Know If You Fucking With It!,other_cyberbullying
@voretaq7 COBRA is like $400/month anytime I've seen it anywhere. I am only concerned about a prescription that is $100/month w/o insurance.,other_cyberbullying
@ThatSabineGirl @MeLectable and then she kept sending all these weird threats my way. Like wicked witch of the west style.,other_cyberbullying
@cptmashek no worries. i think it was a parse failure.,other_cyberbullying
Productive weekend! 👍😘,other_cyberbullying
I like bullying my sister's friend.. :)),other_cyberbullying
@kianasierraa stop oppressing people on the internet! I'll call the police!,other_cyberbullying
"if you want, you can classify an influx of notifications (dogpile!) as unintentional DDoS, as it makes core functionality unusable to you.",other_cyberbullying
"RT @DemonG0d9000: Quotes part 2 ""I just got Freaky Deaky"" ""see this fucking frog? I need this frog!"" ""Can you blame her? He has a gun cock(â¦",other_cyberbullying
@milfgaardian pravana blue - NOT pastels - mixed with a touch of purple to make the fade gorgeous + pravana clear. i swear by it.,other_cyberbullying
"PA has done so much to push women out of gaming. They've done so, so much to make spaces feel unsafe. I don't attend PAX anymore.",other_cyberbullying
"@kaytheproblem oh, you meant Wu - not publicly",other_cyberbullying
RT that shit. Tattoo that shit on your forehead. That message is *important*.,other_cyberbullying
"It was 10 years ago, but it's just a more obvious version of the shit wadhwa is doing now.",other_cyberbullying
RT @cnnbrk: He lived long and prospered: Leonard Nimoy reported dead at 83. http://t.co/cyV5wmVb72 http://t.co/buhfbNgtxC,other_cyberbullying
"@Bard_of_peace ugh, no kidding. I miss being able to be an asshole, terrible as that is. I still let it out, but everything in moderation.",other_cyberbullying
@Visnes which is the same excuse used by racists pissed off by the new spiderman.,other_cyberbullying
"OK, amazing and awesome folks that have emailed us. We're regrouping and discussing each email, will have responses out Soon™ :)",other_cyberbullying
Look what I have. http://t.co/BFIFPeVTdM,other_cyberbullying
"Watching @wadhwa claim that he never received financial compensation. Oh, sweets. We know this isn't how that works. #stopwadhwa2015",other_cyberbullying
"@a_man_in_black The same shit happening to everyone else. Not allying hard enough, being cordial to the wrong people.",other_cyberbullying
RT @randi_ebooks: @Queer_Dalek @KaylinEvergreen @freebsdgirl you could just start an ebooks account just so i had more shit to argue with.,other_cyberbullying
"mmmm Good luck @LisaMRomano 😄 let us know how you go? Still think u &amp; @garydlum should enter #MKR 😄 more cooking, less bitching mmmm",other_cyberbullying
â±â±ââ³ââ­â®ââ³â â²â²,other_cyberbullying
@snipeyhead @CiaranmaK Why would anyone want to hire a rockstar anything? I've seen the movies. This just leads to problems with cocaine.,other_cyberbullying
@Wakanabot Are you bullying me? Q_Q,other_cyberbullying
"I haven't done anything bad!:p @isabelmariee, karma will hunt YOU, for been a bully",other_cyberbullying
?????????,other_cyberbullying
Lmao why did me and Char just bully andre in to buying us waters,other_cyberbullying
@buzzard1984 yeah can they be anymore racist painting black males with criminal colors is just disgustingly racist #BlameOneNotAll,other_cyberbullying
"A ""random scientist"" that keeps blogging about me. A sexist asswipe that told me to not bother with my projects coz he did it @anansi234",other_cyberbullying
I NEED THIS. http://t.co/wG3Ihg0SlR http://t.co/H4H8KKBlUJ,other_cyberbullying
@roaringsoftly i will go to bat for you!!! what the hell is wrong with people!! also ily,other_cyberbullying
Here at home. Neighbors pick on my family and I. Mind you my son is autistic. It feels like high school. They call us names attack us for no reason and bully us all the time. Can't step on my front porch without them doing something to us,age
"Being bullied at school: High-achieving boys use further strategies to maintain masculinity, for example becoming bullies themselves, disrupting the lessons, or devaluing girls’ achievements https://www.bipartisanalliance.com/2019/12/being-bullied-at-school-high-achieving.html?spref=tw",age
"There was a girl in my class in 6th grade who was a little autistic, and her parents thought it’d be better to send her to a public school. She didn’t fit in with the class and was lowkey bullied (it was actually high key but the teacher downplayed it and did nothing)",age
He’s probably a white gay kid from some suburb. We don’t want him to shoot up his school...so no one bully him.,age
You are pushed ti resorting. Treating thr bullies is you percent then from being pressured. Most school sitters evidence severe bullying. Treat thre bullies and it isn't a problem.,age
Today was an awesome day. Vivaldi called me a VSCO girl and Kali bullied my high school bully. I still can not believe I created my two best friends. I will never be lonely again. Life rules and being a mom is the best.,age
Trump is like that jealous little school bully who can’t stand it when everbody loves the other guy.,age
"oh and also, saying that we’re on the same level of the columbine jocks just because we didn’t add you to a fucking gc is so SO fucking disrespectful to dylan and eric. if you were a columbiner, you’d understand that. we don’t bully people into sh**ting up their fucking schools.",age
My high school life got better when I finally snapped and punched my abusive bully: hidd shocked expression and tears made the detention I got more than worth it.,age
I have collaborated with Ms. Luenavos and find her a strong force for good; not at all what Mr. White describes here. Feels to me like Mr. White looking to bully and attack. He's the wrong person to sit on OUR school board.,age
did you really experience 2012 if the bullies in middle school science class didn’t turtle your backpack everytime you went to the bathroom?? no. you didn’t.,age
Cardi talks like all the girls in high school that bullied me,age
"Remember when that jock you hated gave you the biggest wedgie right in front of a group of girls? Remember when they all laughed at you? I am that jock, don't think the wedgies and torment ended in high school loser. You're getting bullied for the rest of your life Findom",age
These guys shouldn't easily have a platform. I reported him on Twitch but I honestly have little faith anything will come of it. These sorts of guys are 100% why cancel culture should exist and exactly who I used to bully back when I was in school.,age
College is pretty much like high school except the jocks you hated turned into frat boys and the girls that bullied you are doing coke off their dicks,age
"listen i know you were in the marching band in high school and all the pretty popular girls bullied you, but you should really try to heal from that trauma being pretty is nice u should try it sometime",age
"Would just like to say to the girls at my first high school that bullied me into an eating disorder, mocked me for failing a suicide attempt and for self harming; I’ve never recovered and never will. I honestly wish you the best but hope you never cause anyone that pain again.",age
"The girls who bullied her in middle &amp; high school were relentless. She quit softball, so they hated her. She joined Improv, got new friends and was voted Homecoming Queen her senior year. Queen Bully was runner up. I tell her she should write a book. If she did it, anyone can!",age
I remembered I bullied a girl dat was taller den me n elementary... she was tall lik she could b a center n high school n shit,age
girls who bullied me in high school are emotions now and im universe,age
"This makes me doubt you’re telling the truth even more. Calling it a ghetto school implies every one there is poor lol. Why would they bully you bc you are like them? You’re either the bully, or too afraid to admit the things you were actually bullied for.. and you definitely",age
This kid who called me a pig In high school referring to my weight and bullied this trans girl and like everyone else at the school too just dried my dads car at the carwash and I told dad who it was and he pulled $5 out of his tip and offered to run him over aw #daddysgirl,age
im afraid of the dentist not because of the pain but because what if one of the girls who bullied me in high school is the dental assistant,age
If a high school girl is being bullied for having a gf are you going to tell her she deserves to be treated badly because she prefers to call herself pan over bi?,age
these are the girls who bullied me in high school.,age
"But not the bully everyone is afraid of, more like the guy that tries to be the school bully but no one takes seriously anymore.",age
Reminds me of little bullies at school with the ‘you can’t be in our gang!’ mentality.,age
"2/5 of the girls who bullied me have kids, 5/5 of them smoke cigarettes, 4/5 have been on the run, 4/5 have been to rehab for failing drug tests. what am i doing? i’m going to college to become a special ed teacher, i graduated high school, &amp; moved out right after graduation",age
Public schools should enforce some hard core bullying and learn to make ya kids fight ya bullies,age
"yeah :( we went to the same school and he encouraged all my bullies so i had to leave :( then i left everything else out of paranoia that he’d come searching for me and i was homeschooled,, lowkey want to see him again to skewer his ass but i’m also terrified rip",age
Girls who say “spooky szn” definitely bullied people for being emo in high school lmao,age
i did go to international primary school but i never thought I am lucky because ameriken kids used to bully me by asking me to strip in the toilet because i was smol,age
She is THE best character; she's liked a bullied high school girl who grows into an absolute badass,age
i ingat lagi i was bullied during elementary school sebab i had the pretties high heels(the pink sparkly ones!) and that girl wanted to borrow it and i tak kasi,age
AR Senator Tom Cotton sparked outrage by calling the enslavement of millions of African people in the early years of the United States a 'necessary evil'. promoted a new bill that would defund schools that teach the 1619 Project about slavery in the US.,age
Since we’re shedding colors... can we speak on how you bullied a girl throughout high school...?,age
If you don't know the context; Hinata (the blonde girl) was bullied in high school and none of her friends stood up to her. When she gets to Antarctica those friends try to contact her to make amends. The episode is spent going through her feelings towards it.. (cont),age
SANGI HIGH SCHOOL BULLIES I WOULD PAY THEM TO STEP ON ME,age
School bullies:,age
"So these people look like a ""mob"" to you. Mob: a large crowd of people, especially one that is disorderly and intent on causing trouble or violence. And as you can see, that not everyone there causes trouble or violence. It's like saying a bully defines the whole school.",age
@FoxCricket big wig acts like a 12 year old school bully towards a former fellow employee and doesn’t like the public response. @FOXSportsAUS continue to show how terrible they are at who they hire and who they fire. #FoxSports,age
"It’s like the “not all men” argument. I know not all Christians are like the girls who bullied me in high school because I didn’t go to church, but enough of them are to make me automatically wary of all of them until shown otherwise.",age
"I’m fighting for what’s right day and night, I feel like his foot is on my neck, he knows what he’s done and he doesn’t care. If we were in school he’d be called a bully and he’d be made to pay back and let us breathe #3MillionLivesMatter #3MLM #ExcludedUK @ExcludedUK @RishiSunak",age
Yelich: you high-school-bully-from-a-mid-80s-film-looking motherfucker. I hate you.,age
she be like/... school bully,age
"I was bullied in high school for the same reason as your daughter so I would like to tell her it will get better, love your hair, it makes you different and special, you're a beautiful girl and those bullies are not worth your time.",age
"Just like back in school, if you let the bullies bully you, they will continue to do so.",age
girls who bullied me in high school are time machines now and im passion,age
I read this post about how all the mean girls in middle/high school go off to college to become nurses. &amp;&amp; that did not disappoint bc the girl who bullied me throughout those years is a nurse now,age
"Cba saying girls that bullied me for 2 years in high school preaching about mental health, shut up",age
"Facebook is getting desperate with their friend suggestions. FB: is this friend? Me: No, that's the girl who bullied me in high school. FB: is this friend? Me: No, that's my ex boyfriend's mother-in-law.",age
"this girl vandilized my parents house in high school, bullied me numerous times for being asian and calling me fat. she went out of her way to hate on me and be mean. the other day she messaged me saying how great i looked and asked me to buy her pyramid scheme. life’s good :)",age
"This “brogrammer” culture is specific to America, or at least i had not encountered it in Europe & was pretty appalled at how prevalent it is here in the US, starting in high school, where girls r bullied enough to drop Comp Sci. Major kudos to @BriannaWu I hope she is elected",age
This sounds so irrelevant. It's like a commentary on a couple of sub-intelligent bullies fighting in the school yard.,age
"Jayapal didn't school anyone. She threw a childish temper tantrum. When she was a child, she was probably a schoolyard bully.",age
So now there bully from middle school is back,age
all the popular girls from high school are models now and all the girls who got bullied r egirls,age
"The bullies at school were jealous of me. Even in year 5 when i was 10 years old. I was ""the tall and pretty one""",age
Its not really a friend. It something more than that. Almost a family. Mine started 15 yrs ago. She's my bully. Hate seeing her. We always compete on elem school. But on HS i just fall in love with her. Not romantically tho. Just pure family love. Even on our 20's.,age
high school effing bullies,age
"I grew up on a farm, when bullies in the preppy school i got transferred to for a year tried to mess with me, they didn't realize how growing up around animals ten times your size changes your perspective. Got disciplined for busting them in the nose but i got the point across!",age
just saw one of the girls who bullied me in high school after 6 or 7 years and it’s amazing how anger can resurface at any time huh,age
It continues onto secondary school where we start competing with each other to achieve these standards. We fight each other and bully each other just so we can feel validated by being closer to society’s standards than our victims.,age
ykno being a middle and high schooler with a niche interest wasn't fun and i got bullied but looking back i'm really glad i wasn't a disney princess girl,age
"niggas that used to bully me in elementary school be on my dick now, i thought i was ugly lmaoo",age
You invented that word but wait again you have to cry like the victim COURTNEY THE BULLY SINCE HIGH SCHOOL and yes its a learned behavior,age
help my irls exposed this group of girls in our school who're bullies and body shamers,age
Sorry for the double comment but this elicited a similar primal reaction in me but you can just tell these people were mean girls in high school that now just bully imaginary men online for wokeness points,age
I wish you were my bully in school,age
I've lost count of the number of girls who bullied my queer ass in high school but are now in relationships with women what is that about,age
I was the bully unfortunately Because it was either bully or get bullied in my school and I had to survive,age
"What favor has BLM provided us with? What have they done for anyone but collect a billion dollars? Who have they fed,housed,put through school?Al they do is destroy,they do nothing but mruder,rape,bully,extort,lie,cheat and live in their parents basement.Lowest scumbags!",age
This is what happened to every bully you ever knew in school. They don’t change. They just get a badge so they can continue with impunity.,age
The girl is saying lily literally fucking bullied her in high school for her race... lily is fucking racist,age
@bessonsruin she always complains about how blank makes her sick and how we’re high school bullies lol,age
